CategoryID,LocationID,ProductName,CPU_GHz,RAM_GB,Storage_GB,Price,IsDefective
1001,1003,'Lenovo Yoga',3.4,16,2206,2456.1,0
1001,1004,'Apple MacBook Air M3 (13-inch) ',1.6,7,2667,2280.4,0
1001,1005,'Alienware Aurora ',2.3,16,4814,433.7,0
1001,1005,'Dell XPS ',4.6,13,271,2504.9,0
1001,1009,'Apple MacBook Air M3 (13-inch) ',2.9,11,4700,360.2,0
1001,1005,'Lenovo Yoga',3.8,11,1538,2023,0
1001,1003,'Lenovo Yoga',1,10,1929,738.4,0
1001,1003,'Lenovo Yoga',2.3,16,4394,1511.3,0
1001,1007,'Dell XPS ',2.6,5,3686,2900.5,0
1000,1000,'Dell XPS ',4.8,6,2388,1752.6,0
1001,1002,'Apple MacBook Air M3 (13-inch) ',2.6,10,3402,1228.6,0
1000,1005,'Alienware Aurora ',3.4,8,4596,2828.1,1
1000,1007,'Alienware Aurora ',3.8,6,2984,1867.9,0
1001,1001,'Alienware Aurora ',1.4,10,3663,2835.3,0
1001,1002,'Alienware Aurora ',4.9,6,2154,1874.7,1
1001,1000,'Alienware Aurora ',1.8,15,1258,1153.5,0
1000,1003,'Apple MacBook Air M3 (13-inch) ',4.4,15,3829,2481.1,0
1000,1009,'Dell XPS ',2.8,8,2274,1545.3,0
1001,1009,'Apple MacBook Air M3 (13-inch) ',2.5,5,2430,1887.7,0
1001,1001,'Dell XPS ',3.3,9,3467,2122.8,0
1000,1006,'Dell XPS ',3.9,5,2400,999.2,0
1000,1009,'Lenovo Yoga',3.8,6,724,2977,0
1000,1006,'Lenovo Yoga',2.3,9,4188,683.7,0
1000,1005,'Alienware Aurora ',1.9,7,3458,2612.7,0
1000,1008,'Lenovo Yoga',4.2,15,2504,204.5,0
1000,1009,'Dell XPS ',1.7,16,78,2648.6,0
1000,1007,'Dell XPS ',1.5,9,3061,223,0
1001,1000,'Dell XPS ',3,14,2449,233.3,0
1000,1000,'Dell XPS ',4.5,10,1791,2192.3,0
1001,1007,'Lenovo Yoga',2.9,12,1055,841.1,0
1001,1009,'Alienware Aurora ',4,5,3632,576.4,0
1000,1009,'Dell XPS ',4.6,5,4120,2433.5,0
1000,1000,'Lenovo Yoga',3.3,6,545,597.1,0
1001,1006,'Dell XPS ',1.4,5,2852,699,0
1001,1007,'Apple MacBook Air M3 (13-inch) ',2.5,15,623,1118.4,0
1000,1008,'Lenovo Yoga',2.2,13,4809,847.6,0
1000,1003,'Lenovo Yoga',1.3,14,1350,2009.6,0
1001,1007,'Alienware Aurora ',3.7,5,1837,1086,0
1000,1007,'Lenovo Yoga',4.8,9,833,2985.1,0
1000,1007,'Apple MacBook Air M3 (13-inch) ',1.8,13,1752,1608.7,0
1001,1001,'Lenovo Yoga',3.8,12,116,1703.6,0
1000,1006,'Lenovo Yoga',1.4,7,4848,582.5,0
1001,1000,'Dell XPS ',2.3,12,2481,2005.7,0
1001,1006,'Dell XPS ',2.8,7,2270,2792.4,0
1001,1008,'Alienware Aurora ',3.9,14,3866,2458.7,0
1000,1009,'Apple MacBook Air M3 (13-inch) ',4.8,13,1406,1466.2,0
1000,1002,'Lenovo Yoga',1.5,15,1562,2653.3,0
1001,1005,'Alienware Aurora ',3.3,16,1210,565.8,0
1000,1007,'Alienware Aurora ',3.9,14,2864,2411.9,0
1001,1000,'Apple MacBook Air M3 (13-inch) ',3.2,10,1509,1337.3,0
1001,1005,'Apple MacBook Air M3 (13-inch) ',4.1,9,2744,1874.5,0
1000,1001,'Dell XPS ',3.6,7,4119,2377.6,0
1001,1005,'Apple MacBook Air M3 (13-inch) ',2.4,11,406,1399.5,0
1000,1001,'Lenovo Yoga',3.6,10,3322,857.3,0
1001,1003,'Alienware Aurora ',2.6,15,1539,2983.5,0
1001,1006,'Lenovo Yoga',3.7,16,2921,2329,0
1001,1001,'Lenovo Yoga',1.9,11,292,374.6,0
1001,1006,'Lenovo Yoga',3.5,7,4255,940,0
1000,1001,'Lenovo Yoga',1,8,2108,1018.6,0
1000,1000,'Alienware Aurora ',2.4,16,4841,2058.5,0
1001,1007,'Apple MacBook Air M3 (13-inch) ',1.6,14,3091,2730.6,0
1000,1008,'Alienware Aurora ',1.9,6,1953,332.8,0
1001,1006,'Dell XPS ',1.4,7,952,2575.3,1
1001,1001,'Dell XPS ',4,9,3380,1537.7,0
1001,1005,'Alienware Aurora ',1.9,15,4562,1877.8,1
1001,1002,'Lenovo Yoga',3.4,12,1246,2155.5,0
1000,1000,'Lenovo Yoga',3.7,13,3708,2191.9,0
1000,1004,'Apple MacBook Air M3 (13-inch) ',1.7,13,1791,2262.5,0
1000,1009,'Dell XPS ',2.7,14,169,380.1,0
1001,1002,'Dell XPS ',2.2,9,4101,493.5,0
1000,1005,'Lenovo Yoga',2.6,7,4082,1737.1,0
1001,1009,'Dell XPS ',1.3,4,1088,909.8,0
1000,1008,'Apple MacBook Air M3 (13-inch) ',5,8,552,2025.1,0
1001,1002,'Dell XPS ',3.6,15,153,1164.5,0
1000,1002,'Alienware Aurora ',2.8,15,232,2430.5,0
1000,1006,'Lenovo Yoga',2.5,4,4796,1231.4,0
1001,1004,'Alienware Aurora ',2.1,6,1211,745.5,0
1000,1003,'Dell XPS ',1.6,14,2753,643,0
1001,1004,'Dell XPS ',2.3,4,663,2313.4,0
1001,1005,'Lenovo Yoga',2.9,9,1863,2649.3,0
1000,1000,'Dell XPS ',3.3,14,3962,874,0
1001,1005,'Apple MacBook Air M3 (13-inch) ',3.1,11,2057,2051.7,0
1000,1008,'Alienware Aurora ',4.8,11,3042,2451.2,0
1000,1009,'Apple MacBook Air M3 (13-inch) ',3,5,2022,2680.3,0
1001,1003,'Lenovo Yoga',4.6,8,1854,2686.8,0
1000,1001,'Apple MacBook Air M3 (13-inch) ',4,16,518,2982.9,0
1001,1004,'Lenovo Yoga',2.6,8,3777,2693.9,0
1000,1000,'Alienware Aurora ',4.7,15,959,2801.2,0
1000,1007,'Lenovo Yoga',3.7,9,941,2956.5,0
1001,1000,'Alienware Aurora ',1.5,10,4904,1633.9,0
1001,1007,'Dell XPS ',1,4,4071,1327.7,0
1000,1008,'Lenovo Yoga',3.6,12,1998,2130.3,0
1000,1003,'Alienware Aurora ',4.3,7,1296,1069.8,0
1000,1009,'Alienware Aurora ',2.2,6,2659,1804.6,0
1000,1002,'Apple MacBook Air M3 (13-inch) ',2.9,6,4234,2633.2,0
1001,1008,'Alienware Aurora ',3.7,10,3271,2925.1,0
1000,1000,'Dell XPS ',1.6,8,3639,2600,0
1001,1003,'Lenovo Yoga',1.3,15,4151,2145.5,0
1000,1004,'Alienware Aurora ',1.1,15,2420,1508.4,0
1000,1005,'Apple MacBook Air M3 (13-inch) ',3.9,9,741,2166.5,0
1001,1002,'Dell XPS ',4.8,4,1806,679.7,0
1001,1009,'Apple MacBook Air M3 (13-inch) ',1.4,5,72,1328.9,0
1000,1000,'Apple MacBook Air M3 (13-inch) ',1.8,5,4753,1129.1,0
1000,1003,'Alienware Aurora ',2.8,8,4738,1567.6,0
1000,1008,'Apple MacBook Air M3 (13-inch) ',4.3,7,1676,2342.9,0
1000,1001,'Dell XPS ',1.9,14,988,2266.6,0
1000,1005,'Apple MacBook Air M3 (13-inch) ',4.5,7,3619,2708.7,0
1000,1004,'Apple MacBook Air M3 (13-inch) ',2.2,8,4761,2194.8,0
1001,1005,'Lenovo Yoga',4.1,12,3451,605.6,0
1000,1007,'Apple MacBook Air M3 (13-inch) ',2.3,7,4245,2393.5,0
1001,1009,'Lenovo Yoga',3.2,4,1265,252.7,1
1001,1007,'Dell XPS ',2.4,13,4666,662.7,0
1001,1009,'Dell XPS ',4.6,11,3949,2659.9,0
1001,1002,'Lenovo Yoga',3,9,4266,1457,0
1001,1007,'Dell XPS ',1.7,14,3269,2654,0
1000,1000,'Dell XPS ',4.7,5,4944,1575.1,0
1000,1005,'Dell XPS ',4.7,7,2834,1194.8,0
1001,1009,'Alienware Aurora ',2.2,9,2379,2780.6,0
1000,1007,'Alienware Aurora ',2.8,15,1811,2786.4,0
1001,1009,'Dell XPS ',1.9,8,2788,1035.2,0
1001,1009,'Alienware Aurora ',3.4,6,3876,2531.3,0
1001,1002,'Dell XPS ',1.8,7,1467,2403.2,0
1000,1009,'Lenovo Yoga',3.8,14,4587,2822.5,0
1001,1000,'Dell XPS ',1,7,4240,960.4,0
1000,1004,'Lenovo Yoga',1.1,11,4384,294.7,0
1000,1003,'Lenovo Yoga',1.9,15,116,2612.9,0
1001,1007,'Dell XPS ',3,10,976,851.4,0
1001,1005,'Dell XPS ',3.9,4,1651,406.8,0
1000,1006,'Dell XPS ',2.1,9,1048,407.9,0
1001,1004,'Alienware Aurora ',2.2,14,4917,2086.6,0
1001,1006,'Lenovo Yoga',2.1,9,2154,1479.1,0
1000,1008,'Dell XPS ',4.6,16,2616,1085.6,0
1001,1002,'Apple MacBook Air M3 (13-inch) ',4.7,14,1599,1174.4,0
1001,1008,'Apple MacBook Air M3 (13-inch) ',1.7,7,4930,1490.9,0
1000,1001,'Alienware Aurora ',3.5,9,2921,2368.3,0
1000,1002,'Apple MacBook Air M3 (13-inch) ',1.8,8,362,580.4,0
1000,1009,'Dell XPS ',4,16,2236,1172.5,0
1000,1006,'Alienware Aurora ',2.8,9,4681,2994.9,0
1001,1002,'Dell XPS ',3.1,4,2006,2146.1,0
1000,1001,'Apple MacBook Air M3 (13-inch) ',4.1,12,484,900.2,0
1001,1001,'Apple MacBook Air M3 (13-inch) ',3,6,1760,2127.6,0
1000,1004,'Apple MacBook Air M3 (13-inch) ',2.8,8,779,1922.7,0
1001,1008,'Apple MacBook Air M3 (13-inch) ',3.2,15,1028,1671,0
1000,1008,'Apple MacBook Air M3 (13-inch) ',3.8,7,4,2394.7,0
1000,1006,'Alienware Aurora ',1.8,8,3516,2771.1,0
1000,1008,'Alienware Aurora ',1.1,10,1775,1777.1,0
1000,1007,'Alienware Aurora ',2.6,4,3171,2291.2,0
1001,1003,'Apple MacBook Air M3 (13-inch) ',3.6,4,1564,931.3,0
1000,1006,'Alienware Aurora ',4.1,8,484,1695.6,0
1000,1007,'Lenovo Yoga',3.5,5,382,2894.3,0
1000,1002,'Alienware Aurora ',3.9,8,1845,2437,0
1000,1005,'Apple MacBook Air M3 (13-inch) ',3.9,14,2398,1309,0
1000,1008,'Alienware Aurora ',2.2,7,4671,2513.3,0
1001,1006,'Lenovo Yoga',3.9,9,1806,1941.7,1
1001,1000,'Dell XPS ',3.2,9,807,1811.4,0
1001,1002,'Apple MacBook Air M3 (13-inch) ',1.2,12,4866,596.7,0
1000,1007,'Alienware Aurora ',3.4,10,4849,2836.4,0
1001,1004,'Alienware Aurora ',2.5,4,1784,1155.3,0
1001,1002,'Alienware Aurora ',3.7,13,1744,1544.6,0
1001,1000,'Apple MacBook Air M3 (13-inch) ',1.6,6,1247,2158.2,0
1000,1002,'Dell XPS ',2.6,12,672,266.2,0
1001,1005,'Alienware Aurora ',3,11,2907,2648.1,0
1000,1001,'Dell XPS ',4.6,8,3545,504.3,0
1001,1005,'Lenovo Yoga',5,13,2972,2282.8,0
1000,1000,'Lenovo Yoga',4.7,7,3554,695.5,1
1000,1008,'Lenovo Yoga',4.6,10,4910,2706.6,0
1000,1001,'Alienware Aurora ',4.5,10,3889,886.8,0
1001,1000,'Alienware Aurora ',3.1,15,1128,917.8,1
1000,1009,'Apple MacBook Air M3 (13-inch) ',4.2,8,234,2721.1,0
1001,1000,'Alienware Aurora ',3.4,16,2085,1171.9,0
1000,1006,'Alienware Aurora ',3.1,13,4337,2808.2,0
1001,1005,'Dell XPS ',3.7,13,2913,2193.2,0
1001,1002,'Dell XPS ',3.3,8,3608,1114.8,0
1000,1007,'Dell XPS ',4.7,13,4434,2752.3,0
1001,1007,'Apple MacBook Air M3 (13-inch) ',4.8,5,2676,1292.2,0
1001,1003,'Lenovo Yoga',1.3,8,1940,1159.5,0
1001,1002,'Dell XPS ',3.8,9,3035,2581.6,0
1000,1006,'Lenovo Yoga',1.1,7,4163,2076.1,0
1000,1001,'Apple MacBook Air M3 (13-inch) ',3.2,11,1892,867.5,0
1000,1008,'Lenovo Yoga',4,12,3425,2420.3,0
1001,1005,'Alienware Aurora ',3,14,58,1983,0
1000,1005,'Alienware Aurora ',4.7,4,3769,412.7,0
1000,1003,'Apple MacBook Air M3 (13-inch) ',1.6,10,206,1995.5,0
1000,1001,'Apple MacBook Air M3 (13-inch) ',3.1,11,3108,1554.3,0
1001,1007,'Dell XPS ',1.5,16,3227,645.6,0
1000,1002,'Lenovo Yoga',2.5,12,3238,1731,0
1001,1004,'Apple MacBook Air M3 (13-inch) ',1.9,13,2666,474.9,0
1001,1005,'Alienware Aurora ',1.4,9,3275,1692.2,0
1001,1003,'Dell XPS ',4.4,7,3887,1105.7,0
1001,1003,'Lenovo Yoga',1.5,6,1115,1771.8,0
1001,1008,'Lenovo Yoga',4.7,8,4197,2466.8,0
1000,1002,'Dell XPS ',1.4,8,4886,1991.6,0
